,user,numeros,comentarios,data
2327,gbneon,590,590,2023-03-24T06:58:08.000Z
2328,gonzalez_dsg,462,462,2023-03-24T07:00:58.000Z
2329,vinigosp,420,420,2023-03-24T07:02:18.000Z
2330,luulcampos,138,138,2023-03-24T07:03:10.000Z
2331,rgs.198,500,500,2023-03-24T07:03:46.000Z
2332,eliaquimjps,144,144,2023-03-24T07:06:57.000Z
2333,jamile_zulim,232,232 confetes,2023-03-24T07:13:55.000Z
2334,biellcardoso_,540,540,2023-03-24T07:19:29.000Z
2335,pastorecativa,750,750,2023-03-24T07:24:01.000Z
2336,afonso_s004,396,396,2023-03-24T07:29:39.000Z
2337,joaquim2537,355,355,2023-03-24T07:35:12.000Z
2338,pompsjr,438,438,2023-03-24T07:37:50.000Z
2339,barenanfts,552,552,2023-03-24T07:43:15.000Z
2340,luitihorst,450,450,2023-03-24T07:51:17.000Z
2341,marciork,498,498,2023-03-24T07:57:10.000Z
2342,iambrunaflorio,368,368,2023-03-24T07:57:38.000Z
2343,arthurgermany,777,777,2023-03-24T07:59:13.000Z
2344,diasadonyel,502,502,2023-03-24T08:00:30.000Z
2345,ivannabeckert,476,476,2023-03-24T08:03:25.000Z
2346,santosnicholass,248,248,2023-03-24T08:05:51.000Z
2347,selva84r,300,300,2023-03-24T08:06:30.000Z
2348,junior_jorge,540,540,2023-03-24T08:10:58.000Z
2349,tavaresbpablo,732,732,2023-03-24T08:13:06.000Z
2350,phill_santos,723,723,2023-03-24T08:14:24.000Z
2351,alansampaios,583,583,2023-03-24T08:17:08.000Z
2352,lacos.pda,700,700,2023-03-24T08:18:25.000Z
2353,matheus_quost,623,623,2023-03-24T08:25:40.000Z
2354,danieljoosee,333,333,2023-03-24T08:27:06.000Z
2355,carolineyamamuro,396,396,2023-03-24T08:30:45.000Z
2356,russo_____,437,437,2023-03-24T08:32:58.000Z
2357,russo_____,323,323,2023-03-24T08:33:34.000Z
2358,dr.paulo.victor,433,433,2023-03-24T08:35:10.000Z
2359,peterson.p2,344,344,2023-03-24T08:36:54.000Z
2360,bruno_pereira_lima,631,631 😂,2023-03-24T08:37:41.000Z
2361,transcendereproject,359,359,2023-03-24T08:40:46.000Z
2362,juliocezar_0,432,432,2023-03-24T08:40:57.000Z
2363,wel__carvalho,600,600,2023-03-24T08:42:13.000Z
2364,eng.vitorsevla,437,437,2023-03-24T08:43:35.000Z
2365,cristpoletto,500,500,2023-03-24T08:47:11.000Z
2366,gabrielle.geraldi,350,350,2023-03-24T08:48:40.000Z
2367,cacmde2,468,468,2023-03-24T08:49:19.000Z
2368,marcelokotecki,192,192,2023-03-24T08:53:47.000Z
2369,artursantana97,126,126,2023-03-24T08:56:03.000Z
2370,douglasbenhur,368,368 confetes,2023-03-24T08:56:04.000Z
2371,evertonernani,520,520,2023-03-24T08:56:06.000Z
2372,jundykajishima,347,347,2023-03-24T08:57:42.000Z
2373,neverlost.md,356,356,2023-03-24T08:58:03.000Z
2374,ferafender,223,223,2023-03-24T08:58:29.000Z
2375,admleandro3,666,666,2023-03-24T08:58:30.000Z
2376,fabriciodaacademia,387,387,2023-03-24T09:02:37.000Z
2377,alessandro_villaca,269,269,2023-03-24T09:04:34.000Z
2378,alissonbiz,657,657,2023-03-24T09:06:27.000Z
2379,daianamouratino,430,430,2023-03-24T09:13:07.000Z
2380,israel.silva021,478,478,2023-03-24T09:15:02.000Z
2381,menotti.nl,359,359,2023-03-24T09:16:13.000Z
2382,fausodre,500,500 M&M’s,2023-03-24T09:16:52.000Z
2383,gustavocavalcanti__,540,540,2023-03-24T09:18:47.000Z
2384,joanderson_souzs,670,Uns 670,2023-03-24T09:22:37.000Z
2385,filipe_rhodes,540,540 confetes,2023-03-24T09:22:52.000Z
2386,juniior.marques,523,523,2023-03-24T09:23:27.000Z
2387,arthur_henriquerm,425,425,2023-03-24T09:23:40.000Z
2388,edgard_sidnei,420,Tem 420,2023-03-24T09:23:51.000Z
2389,vinivalladares,350,350,2023-03-24T09:24:04.000Z
2390,victor.ma.ia,540,540,2023-03-24T09:25:05.000Z
2391,rafagoncaalves,474,474,2023-03-24T09:27:10.000Z
2392,vinicius.angra21,637,637,2023-03-24T09:31:18.000Z
2393,rafaelgpereira__,3,3 chicletes,2023-03-24T09:31:34.000Z
2394,leandro_llborges,539,539,2023-03-24T09:31:41.000Z
2395,ticorochaa,632,632,2023-03-24T09:33:35.000Z
2396,gabirucorreia,286,286,2023-03-24T09:35:41.000Z
2397,macedoemerson87,413,413 confeite,2023-03-24T09:36:11.000Z
2398,juliabarreirar,327,327,2023-03-24T09:37:29.000Z
2399,thiagao.gomes,543,543,2023-03-24T09:37:35.000Z
2400,jonathajardim,532,532,2023-03-24T09:38:54.000Z
2401,geonegre2805,255,255,2023-03-24T09:39:12.000Z
2402,monteirocadu,442,"442, Galton era primo de Darwin. Criou a tal sociedade eugenica que deu base ""científica"" para o nazismo.",2023-03-24T09:39:25.000Z
2403,lucas_sccp444,550,550,2023-03-24T09:40:40.000Z
2404,zezinhoabaete,832,832,2023-03-24T09:41:08.000Z
2405,kamysss,143,143 🙌,2023-03-24T09:42:08.000Z
2406,itsumotomo,412,412!!,2023-03-24T09:43:08.000Z
2407,jeroen.debest,1259,1259,2023-03-24T09:43:19.000Z
2408,luiz_7759,300,300,2023-03-24T09:45:40.000Z
2409,paulohenrique276,380,380 confetes,2023-03-24T09:46:15.000Z
2410,fabricioreisrj,288,288,2023-03-24T09:49:39.000Z
2411,fabricioreisrj,300,300,2023-03-24T09:49:45.000Z
2412,edison.goncalves.98,493,493,2023-03-24T09:50:44.000Z
2413,grosso__,363,363,2023-03-24T09:52:07.000Z
2414,marcelo.marmoo,630,630,2023-03-24T09:52:14.000Z
2415,diego.txf,823,823,2023-03-24T09:52:52.000Z
2416,gabnsales,391,Tem 391 e isso é um fato. Aguardo o pix,2023-03-24T09:53:56.000Z
2417,jaymes_js,321,321,2023-03-24T09:54:20.000Z
2418,insights_casal,496,496,2023-03-24T09:54:29.000Z
2419,pterra2022,365,365,2023-03-24T09:55:06.000Z
2420,ssmartin77,400,400,2023-03-24T09:55:10.000Z
2421,claudinho_,620,620,2023-03-24T09:55:14.000Z
2422,fabioc.19,604,604,2023-03-24T09:55:38.000Z
2423,backpacking.por.ai,381,381,2023-03-24T10:00:31.000Z
2424,_victor__emanuel_,544,544,2023-03-24T10:00:50.000Z
2425,dinholiveira,360,360,2023-03-24T10:01:29.000Z
2426,ricardo.sousadf,285,285,2023-03-24T10:03:20.000Z
2427,deanczi,450,450,2023-03-24T10:03:59.000Z
2428,natan.mozart,542,542,2023-03-24T10:04:28.000Z
2429,jefersonmira_,425,425,2023-03-24T10:05:06.000Z
2430,rogerio_macciel,321,321,2023-03-24T10:05:42.000Z
2431,gustavochubaci,675,675,2023-03-24T10:05:55.000Z
2432,a_deal_with_god___,514,514,2023-03-24T10:06:30.000Z
2433,camilakellyoliveira,563,563 confetes,2023-03-24T10:07:02.000Z
2434,soparaolhar5339,600,600,2023-03-24T10:07:14.000Z
2435,brunodayvson818,232,232,2023-03-24T10:08:05.000Z
2436,thiago_medeirosss,350,350,2023-03-24T10:08:17.000Z
2437,tiagoalmeidatg,587,587..,2023-03-24T10:10:49.000Z
2438,viniciusvogt,343,São 343 confetis,2023-03-24T10:11:30.000Z
2439,flaviodiasps,535,535,2023-03-24T10:13:40.000Z
2440,ramonrosa91,138,138,2023-03-24T10:13:41.000Z
2441,tarciojmartins,631,631,2023-03-24T10:14:06.000Z
2442,ojoaoport,244,Uns 244,2023-03-24T10:14:51.000Z
2443,engelkevgabriel,600,600,2023-03-24T10:16:11.000Z
2444,fernando.nogueira10,328,328,2023-03-24T10:16:25.000Z
2445,_ilherme.gg,325,325,2023-03-24T10:17:46.000Z
2446,sandyaaalves,624,624,2023-03-24T10:20:19.000Z
2447,_lipebz022,264,264,2023-03-24T10:20:31.000Z
2448,sujirocorrer,832,832,2023-03-24T10:21:23.000Z
2449,fanticellewagner,734,734,2023-03-24T10:24:57.000Z
2450,michael_rds,388,388,2023-03-24T10:25:56.000Z
2451,jordanaugusto_,398,398,2023-03-24T10:29:49.000Z
2452,coringarisos,540,540,2023-03-24T10:30:58.000Z
2453,jardell_leal,512,512,2023-03-24T10:31:49.000Z
2454,matheus_lemossilva,650,650 exatos,2023-03-24T10:32:01.000Z
2455,itallo_minelli,400,400,2023-03-24T10:33:12.000Z
2456,leo_lsmaia,257,257,2023-03-24T10:33:19.000Z
2457,andreiaffdasilva,356,356,2023-03-24T10:34:03.000Z
2458,marcelogfranca,374,374🔥,2023-03-24T10:34:46.000Z
2459,rosivaldo84,230,230 m&m's,2023-03-24T10:35:58.000Z
2460,marconoogueira,398,398,2023-03-24T10:38:51.000Z
2461,marconoogueira,386,386,2023-03-24T10:39:07.000Z
2462,sidneyjuniorrj1,276,276,2023-03-24T10:39:21.000Z
2463,antoniocriativo,632,632 bolinhas,2023-03-24T10:39:27.000Z
2464,gleiconmaior,1227,1227,2023-03-24T10:41:10.000Z
2465,nathanalcides,370,370,2023-03-24T10:41:47.000Z
2466,ntemfim,152,152,2023-03-24T10:42:13.000Z
2467,lucasbr27,457,457,2023-03-24T10:42:25.000Z
2468,arthurgodoi1,429,429,2023-03-24T10:42:48.000Z
2469,alexxnevess,354,354,2023-03-24T10:42:50.000Z
2470,endersonneth,275,275,2023-03-24T10:45:26.000Z
2471,regianyportousa,1303,1303 aceito pix ✌🏻☺️,2023-03-24T10:45:29.000Z
2472,jl_barros_,148,148,2023-03-24T10:46:06.000Z
2473,vinicius.matsushita,287,287,2023-03-24T10:46:33.000Z
2474,ferpax,382,382,2023-03-24T10:47:16.000Z
2475,jonfacchi,10,"Talvez o seu teste não funcione, pois saber quantos confetes tem não é algo do nosso dia a Dia, a gente nunca contou um pote parecido para ter uma ideia, então pode variar Mt. Diferente do peso do boi, que as pessoas provavelmente eram da área, e tinham uma noção de quanto pesaria. Ainda assim, ninguém vai falar que o boi pesa 10 mil kg, diferente dos confetes. A questão é que talvez precisa haver um envolvimento prévio com o assunto para a teoria valer.",2023-03-24T10:48:19.000Z
2476,ebergoncalves_,518,518,2023-03-24T10:50:19.000Z
2477,ricardob9,293,293,2023-03-24T10:51:20.000Z
2478,weslleygoon,430,430,2023-03-24T10:51:28.000Z
2479,andremilhoranza,632,632,2023-03-24T10:51:48.000Z
2480,maiara_evelin,390,390 mm,2023-03-24T10:52:15.000Z
2481,marcelo.dompieri,368,368,2023-03-24T10:52:38.000Z
2482,no.mar_ramon,370,370,2023-03-24T10:53:13.000Z
2483,diogoludviger,432,432,2023-03-24T10:53:39.000Z
2484,rh.riagah,1000,1000,2023-03-24T10:55:32.000Z
2485,simonetatiana,327,327,2023-03-24T10:55:34.000Z
2486,lukzx2019,1001,1001,2023-03-24T10:56:47.000Z
2487,drey.cardoso,316,316,2023-03-24T10:57:25.000Z
2488,emerson_ribeiro2303,397,397,2023-03-24T10:58:47.000Z
2489,flavia.izidoro,480,480,2023-03-24T10:59:04.000Z
2490,fesanches27,467,467,2023-03-24T10:59:55.000Z
2491,conradosanto_,374,374,2023-03-24T11:00:06.000Z
2492,oliveira.limaa,768,768,2023-03-24T11:00:08.000Z
2493,greg__nogueira,540,540📌,2023-03-24T11:00:31.000Z
2494,paulo_burgos,325,Tem por volta de 325.,2023-03-24T11:00:37.000Z
2495,flvcorrea,800,800,2023-03-24T11:00:55.000Z
2496,cgpcarla,345,345,2023-03-24T11:01:01.000Z
2497,raphael.orletti,537,537 aprox,2023-03-24T11:01:18.000Z
2498,lucas_flausino,438,438,2023-03-24T11:01:53.000Z
2499,diegophoenixbr,213,213,2023-03-24T11:03:41.000Z
2500,junior_santoosofc,1224,1224,2023-03-24T00:19:37.000Z
2501,lorrangarcia,1056,1056 MMs,2023-03-24T00:19:42.000Z
2502,hanna.rabih,424,424,2023-03-24T00:20:03.000Z
2503,raiclaro,982,982,2023-03-24T00:20:22.000Z
2504,victor_thomaz92,492,Chuto 492,2023-03-24T00:20:26.000Z
2505,vanessaosellame_,398,398,2023-03-24T00:20:46.000Z
2506,fabriciofan2020,634,634,2023-03-24T00:21:02.000Z
2507,jhubber_alves,974,974,2023-03-24T00:21:46.000Z
2508,jjunnyor,278,278 🔥🔥,2023-03-24T00:22:09.000Z
2509,vinymusik,517,517,2023-03-24T00:22:29.000Z
2510,fabio__verissimo,378,378,2023-03-24T00:22:34.000Z
2511,phabricio.silva.902,520,520,2023-03-24T00:22:40.000Z
2512,victorfernandesdomingues,317,317,2023-03-24T00:22:45.000Z
2513,andriel_marlon,619,619,2023-03-24T00:22:45.000Z
2514,petruspontes,133,133,2023-03-24T00:22:46.000Z
2515,petruspontes,100,100,2023-03-24T00:22:55.000Z
2516,dr.samuel.llo,342,342,2023-03-24T00:22:57.000Z
2517,velt.moreira,378,👏👏👏 378,2023-03-24T00:23:14.000Z
2518,ricardodayert,380,380,2023-03-24T00:23:25.000Z
2519,rafael_rabelllo,277,277,2023-03-24T00:23:42.000Z
2520,natsumieto,439,439,2023-03-24T00:23:59.000Z
2521,matwfelpss,425,425,2023-03-24T00:24:08.000Z
2522,abraao_soares_melo,230,230,2023-03-24T00:24:24.000Z
2523,mardoliveira_,563,563,2023-03-24T00:24:36.000Z
2524,matheus_mrd,371,371,2023-03-24T00:24:41.000Z
2525,guicamposza,712,712,2023-03-24T00:24:43.000Z
2526,alexhenriquepineda,431,431,2023-03-24T00:24:59.000Z
2527,blan3s,541,541,2023-03-24T00:25:23.000Z
2528,diegom4sca,387,387,2023-03-24T00:25:26.000Z
2529,jesu_dutra07,407,407,2023-03-24T00:25:39.000Z
2530,rodrigovieira1977,452,452,2023-03-24T00:25:41.000Z
2531,marciasantoos74,312,312,2023-03-24T00:25:45.000Z
2532,_gabriel.tadeu,234,234,2023-03-24T00:25:57.000Z
2533,isaacplacido_,260,260,2023-03-24T00:26:15.000Z
2534,fernandslari27,271,271,2023-03-24T00:26:16.000Z
2535,gabriel.crocha,421,421,2023-03-24T00:26:29.000Z
2536,caetano.bernardini,320,320,2023-03-24T00:26:30.000Z
2537,livsolino,246,246,2023-03-24T00:26:34.000Z
2538,halexnogueira,351,351,2023-03-24T00:26:42.000Z
2539,livsolino,158,158,2023-03-24T00:26:51.000Z
2540,oliverpinguim2,700,700,2023-03-24T00:26:59.000Z
2541,betowendel_,365,365,2023-03-24T00:27:10.000Z
2542,beachimelli,150,150,2023-03-24T00:27:10.000Z
2543,warley_maths,345,345,2023-03-24T00:27:27.000Z
2544,arth_walk,396,396,2023-03-24T00:27:45.000Z
2545,thiaago__,832,832,2023-03-24T00:28:08.000Z
2546,magggsc,3,3 mil,2023-03-24T00:28:09.000Z
2547,david8braga,279,279,2023-03-24T00:28:43.000Z
2548,gotastaf,723,723,2023-03-24T00:28:43.000Z
2549,leandrocasssemiro,396,396 Na média 🤣,2023-03-24T00:28:46.000Z
2550,wandearleyqueiroz,225,225,2023-03-24T00:28:48.000Z
2551,diego_investimento,373,373,2023-03-24T00:28:57.000Z
2552,zacarinandre,807,807,2023-03-24T00:29:01.000Z
2553,danielbask,148,Meu chute é 148!!!!🔥🔥🔥🔥🔥,2023-03-24T00:29:28.000Z
2554,rodolfobrandolin,430,430,2023-03-24T00:29:28.000Z
2555,fabiohenrik1,256,256,2023-03-24T00:29:44.000Z
2556,jvcalmeida,429,429,2023-03-24T00:29:48.000Z
2557,luausouza,648,648,2023-03-24T00:30:02.000Z
2558,deboranreis,252,252 confetes,2023-03-24T00:30:10.000Z
2559,amayabarbiot,375,375,2023-03-24T00:30:11.000Z
2560,b.riordanf,398,398,2023-03-24T00:30:12.000Z
2561,fernandocunhajworg,298,298,2023-03-24T00:30:23.000Z
2562,kalebsoares99,334,334,2023-03-24T00:30:29.000Z
2563,herongermano,425,425,2023-03-24T00:30:31.000Z
2564,stvn_sdtk,259,259,2023-03-24T00:30:42.000Z
2565,fernandoyshiroma,462,462,2023-03-24T00:31:02.000Z
2566,alessonpaiva_01,900,900 confetes,2023-03-24T00:31:02.000Z
2567,herikasenagoncalves123,508,508,2023-03-24T00:31:04.000Z
2568,claudiozeferino_,600,600,2023-03-24T00:31:16.000Z
2569,matheus.varos,250,250 (tb sem informação 😂),2023-03-24T00:31:24.000Z
2570,samuelhamzem,435,435 confetes,2023-03-24T00:31:33.000Z
2571,naelsonmouramoura,300,300,2023-03-24T00:31:33.000Z
2572,caiquenettor,387,387 confetes,2023-03-24T00:31:42.000Z
2573,alyssonlasmar,800,800confetes,2023-03-24T00:32:15.000Z
2574,maicon.ocontador,387,387,2023-03-24T00:32:32.000Z
2575,marcosviniciusjuniior,100,100 MM,2023-03-24T00:32:46.000Z
2576,moises.assayag,400,400,2023-03-24T00:32:47.000Z
2577,pvd_enzosr,130,130,2023-03-24T00:33:09.000Z
2578,os.maicon,489,489,2023-03-24T00:33:27.000Z
2579,brenno.az,633,633,2023-03-24T00:33:33.000Z
2580,arllangoulart,684,684,2023-03-24T00:33:59.000Z
2581,jaugustocaetano,540,540,2023-03-24T00:34:29.000Z
2582,crissssmiranda,564,564,2023-03-24T00:34:56.000Z
2583,reisf1,400,400,2023-03-24T00:35:02.000Z
2584,maxwellnascimento_12,333,333,2023-03-24T00:35:31.000Z
2585,varejad,574,574,2023-03-24T00:35:41.000Z
2586,balaandre,351,351,2023-03-24T00:36:24.000Z
2587,marcosmedeiros.art,360,360,2023-03-24T00:36:29.000Z
2588,lucas_mtias,412,412,2023-03-24T00:36:43.000Z
2589,laerciocoelho,300,300,2023-03-24T00:36:59.000Z
2590,gfmargato,1200,1200,2023-03-24T00:37:09.000Z
2591,v.thompson27,214,214,2023-03-24T00:37:18.000Z
2592,lucaseltink_,412,412,2023-03-24T00:37:21.000Z
2593,iagomenndess,260,260,2023-03-24T00:37:32.000Z
2594,leandrobellchior,543,543,2023-03-24T00:38:10.000Z
2595,ayrton_brito,364,364,2023-03-24T00:38:27.000Z
2596,adrianobornachi,462,462,2023-03-24T00:38:39.000Z
2597,lucianojaime,288,288,2023-03-24T00:38:39.000Z
2598,rodsilva23,255,255,2023-03-24T00:38:45.000Z
2599,raullpires,300,300,2023-03-24T00:38:51.000Z
2600,nando_adornes,333,333,2023-03-24T00:39:01.000Z
2601,andresargi,737,737 Confetes,2023-03-24T00:39:01.000Z
2602,brubs_ig,140,140,2023-03-24T00:39:07.000Z
2603,vallecomunicacaobh,1458,1458,2023-03-24T00:39:22.000Z
2604,marcosviniciusjuniior,500,500un,2023-03-24T00:39:43.000Z
2605,leandroo_sa90,490,490,2023-03-24T00:39:44.000Z
2606,cmatheusrocha,146,146,2023-03-24T00:40:04.000Z
2607,fifty_shades_of_aguiar,427,427,2023-03-24T00:40:13.000Z
2608,alexandrerosachef,320,320,2023-03-24T00:40:18.000Z
2609,nmbcvilson,1500,1500,2023-03-24T00:40:19.000Z
2610,danielgulbino,484,484,2023-03-24T00:40:30.000Z
2611,rodfibla,484,484,2023-03-24T00:40:47.000Z
2612,anderson_2512,201,201 ?,2023-03-24T00:40:58.000Z
2613,guialmeidaalt,327,327,2023-03-24T00:41:26.000Z
2614,augustofborges,1260,1260,2023-03-24T00:41:29.000Z
2615,duguidi,437,437,2023-03-24T00:41:30.000Z
2616,fanogueirace,374,374,2023-03-24T00:41:31.000Z
2617,rodolfo.vgon,532,532,2023-03-24T00:41:36.000Z
2618,solrrom,120,120,2023-03-24T00:41:45.000Z
2619,tavares____8,117,117,2023-03-24T00:41:49.000Z
2620,matheuslima_21,427,Tem 427,2023-03-24T00:42:07.000Z
2621,helbersoutomaior,489,489,2023-03-24T00:42:14.000Z
2622,luca.s.dutra,267,267,2023-03-24T00:42:50.000Z
2623,danypozzato,322,322,2023-03-24T00:43:07.000Z
2624,erickvils,533,533,2023-03-24T00:43:33.000Z
2625,reynaldo.rsm,450,450,2023-03-24T00:43:41.000Z
2626,jantoniocarv,730,730,2023-03-24T00:43:50.000Z
2627,rafael_stoppa,125,125,2023-03-24T00:44:05.000Z
2628,diegoassayag,800,800,2023-03-24T00:44:11.000Z
2629,vitinvieira_,335,335,2023-03-24T00:44:13.000Z
2630,vitinvieira_,333,333,2023-03-24T00:44:15.000Z
2631,vitinvieira_,324,324,2023-03-24T00:44:20.000Z
2632,joaohpa,1,1 trilhão,2023-03-24T00:44:26.000Z
2633,pedrocarvalho_moura,513,513,2023-03-24T00:44:28.000Z
2634,ahb_neto,639,639,2023-03-24T00:44:38.000Z
2635,rafaelacfaria,315,315,2023-03-24T00:44:48.000Z
2636,camilacristhine,506,506,2023-03-24T00:45:02.000Z
2637,meu_contador_fernando,732,Olá... Pra mim tem 732,2023-03-24T00:45:16.000Z
2638,paulojukes_,523,523,2023-03-24T00:45:17.000Z
2639,konigabriel,357,357,2023-03-24T00:45:21.000Z
2640,arturabrantes,541,541,2023-03-24T00:45:24.000Z
2641,riesemberg26,160,160...,2023-03-24T00:45:33.000Z
2642,maluizaestrela,462,462,2023-03-24T00:45:53.000Z
2643,silva.joaobs,264,264,2023-03-24T00:46:03.000Z
2644,rafasabarboza,230,230,2023-03-24T00:46:04.000Z
2645,bresel4,501,501,2023-03-24T00:46:14.000Z
2646,elviscarvalho7,431,431,2023-03-24T00:46:18.000Z
2647,joaohpa,432,432,2023-03-24T00:46:36.000Z
2648,larivanzo,373,373,2023-03-24T00:47:01.000Z
2649,henryy.sauer,390,390,2023-03-24T00:47:04.000Z
2650,sandrojuniorbanks,278,278,2023-03-24T00:47:10.000Z
2651,alexlopeslex,396,396,2023-03-24T00:48:01.000Z
2652,francisco.neto95,270,270,2023-03-24T00:48:14.000Z
2653,aposentandocombolsa,283,283,2023-03-24T00:48:15.000Z
2654,m.ateusaguiar,384,384,2023-03-24T00:48:22.000Z
2655,brunohcardosoo,567,567,2023-03-24T00:48:41.000Z
2656,dudu10x,583,583,2023-03-24T00:48:41.000Z
2657,melo.perito,585,585,2023-03-24T00:48:59.000Z
2658,armandoaugustobroce85,447,447,2023-03-24T00:49:15.000Z
2659,jonathangonsalves_,398,398,2023-03-24T00:49:28.000Z
2660,mazaropee,250,Tem 250,2023-03-24T00:50:21.000Z
2661,fazerasmalasVerificado,504,504,2023-03-24T00:50:29.000Z
2662,joaogabrieltg,332,332,2023-03-24T00:50:40.000Z
2663,felipevelloso,1000,1000,2023-03-24T00:51:20.000Z
2664,oiroberto,324,324 olha o engajamento,2023-03-24T00:51:23.000Z
2665,botechia,360,360,2023-03-24T00:51:56.000Z
2666,andrbagnara,3228,3228,2023-03-24T00:52:07.000Z
2667,brnrd02,132,132,2023-03-24T00:52:08.000Z
2668,marcelo_freire41,700,700,2023-03-24T00:52:22.000Z
2669,luciagava,462,462,2023-03-24T00:52:35.000Z
2670,guilherme_maciel,392,392 🙌,2023-03-24T00:52:50.000Z
2671,leticialins,468,468,2023-03-24T00:53:07.000Z
2672,jorgemurata,373,373,2023-03-24T00:53:21.000Z
2673,luc.gentil,420,420,2023-03-24T00:53:31.000Z
2674,marciaizabelcirne,725,725,2023-03-24T00:54:00.000Z
2675,keven.santana,265,265,2023-03-24T00:54:03.000Z
2676,pedrobtn,434,434,2023-03-24T00:54:05.000Z
2677,rtmarq,653,653,2023-03-24T00:54:13.000Z
2678,bandeira_jr,457,457,2023-03-24T00:54:28.000Z
2679,anderestefanski,324,324,2023-03-24T00:54:29.000Z
2680,gus.ta.vo_cas.tro,648,648,2023-03-24T00:54:44.000Z
2681,guilhermenascimento1988,325,325,2023-03-24T00:54:46.000Z
2682,thomazantonelli,5341,5341,2023-03-24T00:55:02.000Z
2683,juliano_souza01,300,300,2023-03-24T00:55:44.000Z
2684,valdir_cavalcantee,429,429,2023-03-24T00:56:13.000Z
2685,vinicius_mariscal.ofc,500,500,2023-03-24T00:56:16.000Z
2686,felipeaandreazza,279,279,2023-03-24T00:56:27.000Z
2687,lucas.freitass7,455,455,2023-03-24T00:56:28.000Z
2688,rafaelcfrodrigues,460,460,2023-03-24T00:56:33.000Z
2689,venicius.rc,588,588,2023-03-24T00:56:34.000Z
2690,vnegrine,324,324,2023-03-24T00:56:35.000Z
2691,kayquepiton,360,360,2023-03-24T00:56:37.000Z
2692,_vitormomberg,475,475,2023-03-24T00:56:46.000Z
2693,thiagomarcello_,177,177,2023-03-24T00:56:49.000Z
2694,edufadel_,162,162,2023-03-24T00:57:11.000Z
2695,geris_cs,988,988,2023-03-24T00:57:16.000Z
2696,e.zerlin,283,283,2023-03-24T00:57:31.000Z
2697,mateusabreucn,588,588,2023-03-24T00:57:50.000Z
2698,marcelomga,333,333,2023-03-24T00:57:51.000Z
2699,kleyton_ar,469,469,2023-03-24T00:58:07.000Z
2700,_brunohenriquerodrigues,588,588 confetes,2023-03-24T00:58:10.000Z
2701,evandro.martimiano,350,350 🙌,2023-03-24T00:58:45.000Z
2702,fernndobarros,187,187,2023-03-24T00:58:53.000Z
2703,mateusmiranda.oficial,459,459,2023-03-24T00:59:08.000Z
2704,igorocunha,446,446,2023-03-24T00:59:09.000Z
2705,carolinanezini,183,183,2023-03-24T00:59:20.000Z
2706,joaoluhcio,797,797,2023-03-24T00:59:23.000Z
2707,jeronimo_neto,392,392,2023-03-24T00:59:45.000Z
2708,douglasdmolin,576,576,2023-03-24T00:59:50.000Z
2709,yurilemke,504,504,2023-03-24T00:59:58.000Z
2710,rodrigolehn,233,"Cara, 233 😍",2023-03-24T01:00:23.000Z
2711,zoldyck_clr,396,396,2023-03-24T01:00:31.000Z
2712,evemachry,222,222,2023-03-24T01:00:43.000Z
2713,joao.arruda_,452,452,2023-03-24T01:00:56.000Z
2714,lucas.quaresma19,548,548,2023-03-24T01:01:12.000Z
2715,in_go_moraes,369,369 confetes,2023-03-24T01:01:12.000Z
2716,multiplicavendas,1700,1700,2023-03-24T01:01:25.000Z
2717,cristiane_turra,320,320,2023-03-24T01:01:45.000Z
2718,lucasfazzolari_,321,321,2023-03-24T01:01:48.000Z
2719,byamandaluna,771,771,2023-03-24T01:01:54.000Z
2720,gusttavo.maiaa,327,327,2023-03-24T01:02:07.000Z
2721,deividx_021,183,183,2023-03-24T01:02:22.000Z
2722,mattheusteixeir4,476,476,2023-03-24T01:02:37.000Z
2723,rodrigo.melchiors,441,441,2023-03-24T01:02:38.000Z
2724,caristhon,234,234 confetes,2023-03-24T01:02:38.000Z
2725,vinicius.vickbjj,376,376,2023-03-24T01:02:39.000Z
2726,williamtpinheiro,347,347,2023-03-24T01:02:40.000Z
2727,lucas_0128,108,108,2023-03-24T01:02:53.000Z
2728,julianoleao19,937,937,2023-03-24T01:03:10.000Z
2729,outrousuario,386,386,2023-03-24T01:03:13.000Z
2730,__luc4zz,297,297,2023-03-24T01:03:20.000Z
2731,guilherme.aragao0,214,214,2023-03-24T01:03:31.000Z
2732,hygor.albuquerque,589,589,2023-03-24T01:03:55.000Z
2733,o.lucasteixeira,360,360,2023-03-24T01:04:00.000Z
2734,arthurorlando10,163,Meu chute 163,2023-03-24T01:04:59.000Z
